index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/10/17 14:26:21.292, 71.14 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:26:21.294, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:26:21.295, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:26:21.297, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:26:31.299, 58.57 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:26:31.301, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:26:31.303, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:26:31.304, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:26:41.306, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:26:41.308, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:26:41.310, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:26:41.312, 68.22 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:26:51.314, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:26:51.316, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:26:51.317, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:26:51.319, 68.22 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:27:01.321, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:27:01.322, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:01.324, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:01.327, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:27:11.328, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:27:11.330, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:11.332, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:11.334, 72.60 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:27:21.337, 68.75 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:27:21.339, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:21.341, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:21.342, 60.96 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:27:31.345, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:27:31.347, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:31.349, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:31.350, 65.30 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:27:41.352, 70.65 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:27:41.354, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:41.356, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:41.358, 65.79 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:27:51.360, 68.26 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:27:51.361, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:27:51.363, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:27:51.365, 65.30 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:28:01.367, 71.67 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:28:01.368, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:01.370, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:01.372, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:28:11.375, 71.18 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:28:11.377, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:11.380, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:11.382, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:28:21.385, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:28:21.386, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:21.388, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:21.390, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:28:31.392, 71.67 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:28:31.394, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:31.395, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:31.397, 65.34 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:28:41.399, 70.16 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:28:41.401, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:41.403, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:41.405, 65.30 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:28:51.407, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:28:51.409, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:28:51.410, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:28:51.412, 60.96 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:29:01.414, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:29:01.415, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:01.417, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:01.419, 68.22 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:29:11.420, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:29:11.422, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:11.424, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:11.426, 67.73 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 14:29:21.429, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:29:21.431, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:21.433, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:21.434, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:29:31.437, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:29:31.439, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:31.441, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:31.443, 66.80 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:29:41.445, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:29:41.447, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:41.448, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:41.450, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:29:51.452, 66.76 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 14:29:51.454, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:29:51.456, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:29:51.458, 68.22 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:30:01.459, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:30:01.462, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:01.463, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:01.465, 72.55 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:30:11.468, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:30:11.470, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:11.471, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:11.473, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:30:21.476, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:30:21.478, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:21.479, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:21.481, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:30:31.484, 274.38 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:30:31.486, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:31.487, 42.76 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:31.490, 58.26 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:30:41.492, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:30:41.494, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:41.496, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:41.497, 67.73 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:30:51.499, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:30:51.501, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:30:51.503, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:30:51.505, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:31:01.507, 277.56 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:31:01.509, 41.90 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:01.511, 42.73 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:01.512, 68.69 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:31:11.515, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:31:11.517, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:11.518, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:11.520, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:31:21.522, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:31:21.523, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:21.525, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:21.526, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:31:31.529, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:31:31.531, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:31.533, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:31.535, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:31:41.537, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 14:31:41.539, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:41.541, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:41.543, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:31:51.546, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:31:51.548, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:31:51.549, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:31:51.551, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:32:01.552, 57.59 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:32:01.554, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:01.555, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:01.557, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:32:11.559, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:32:11.561, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:11.562, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:11.564, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:32:21.567, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:32:21.569, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:21.571, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:21.573, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 14:32:31.575, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:32:31.577, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:31.578, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:31.580, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:32:41.582, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:32:41.584, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:41.586, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:41.587, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:32:51.589, 69.72 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:32:51.591, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:32:51.592, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:32:51.594, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:33:01.596, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:33:01.597, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:01.598, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:01.600, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 14:33:11.601, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:33:11.604, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:11.605, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:11.607, 69.72 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:33:21.609, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:33:21.611, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:21.613, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:21.615, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:33:31.617, 58.08 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:33:31.619, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:31.620, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:31.621, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:33:41.623, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:33:41.625, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:41.627, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:41.629, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:33:51.631, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:33:51.633, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:33:51.634, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:33:51.636, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 14:34:01.638, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:34:01.641, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:01.643, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:01.645, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 14:34:11.647, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:34:11.649, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:11.651, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:11.652, 72.11 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:34:21.654, 287.64 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:34:21.661, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:21.662, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:21.664, 61.08 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:34:31.670, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:34:31.672, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:31.674, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:31.676, 72.60 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 14:34:41.678, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:34:41.679, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:41.681, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:41.683, 70.65 W, 1470 MHz, 877 MHz, 1470 MHz
0, 2023/10/17 14:34:51.686, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:34:51.688, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:34:51.689, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:34:51.691, 70.65 W, 1470 MHz, 877 MHz, 1470 MHz
0, 2023/10/17 14:35:01.693, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:35:01.694, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:01.696, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:01.697, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:35:11.699, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:35:11.701, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:11.702, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:11.704, 70.65 W, 1470 MHz, 877 MHz, 1470 MHz
0, 2023/10/17 14:35:21.706, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:35:21.707, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:21.709, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:21.712, 69.68 W, 1470 MHz, 877 MHz, 1470 MHz
0, 2023/10/17 14:35:31.714, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 14:35:31.716, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:31.718, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:31.719, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:35:41.721, 68.25 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:35:41.724, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:41.725, 43.21 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:41.726, 294.36 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:35:51.728, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:35:51.730, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:35:51.731, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:35:51.733, 61.45 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:36:01.735, 67.25 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:36:01.737, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:01.738, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:01.740, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:36:11.742, 67.73 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:36:11.744, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:11.745, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:11.747, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:36:21.749, 67.25 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:36:21.750, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:21.752, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:21.753, 72.60 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:36:31.756, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:36:31.757, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:31.759, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:31.760, 71.14 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:36:41.762, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:36:41.764, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:41.766, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:41.768, 71.14 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:36:51.771, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:36:51.773, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:36:51.775, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:36:51.776, 67.73 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:37:01.779, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 14:37:01.781, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:01.783, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:01.785, 67.25 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 14:37:11.788, 67.78 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 14:37:11.790, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:11.791, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:11.793, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:37:21.795, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:37:21.797, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:21.800, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:21.802, 72.60 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:37:31.804, 71.14 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:37:31.805, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:31.807, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:31.810, 60.92 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:37:41.812, 71.67 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:37:41.814, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:41.815, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:41.817, 71.62 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 14:37:51.820, 68.43 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 14:37:51.822, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:37:51.828, 42.92 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:37:51.830, 149.34 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 14:38:01.832, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 14:38:01.834, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:01.837, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:01.839, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:38:11.841, 235.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:38:11.843, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:11.844, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:11.847, 58.74 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:38:21.849, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:38:21.851, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:21.853, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:21.855, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 14:38:31.857, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 14:38:31.859, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:38:31.860, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:38:31.862, 71.62 W, 1507 MHz, 877 MHz, 1507 MHz
