index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2, 2023/10/17 15:46:05.026, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:05.027, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:46:15.029, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:46:15.031, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:46:15.033, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:15.034, 68.22 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:46:25.036, 66.32 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:46:25.038, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:46:25.039, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:25.041, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:46:35.043, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:46:35.045, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:46:35.047, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:35.049, 65.30 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 15:46:45.051, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:46:45.054, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:46:45.055, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:45.056, 65.30 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 15:46:55.058, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:46:55.059, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:46:55.061, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:46:55.062, 68.70 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:47:05.064, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:47:05.066, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:05.067, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:05.069, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:47:15.072, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:47:15.074, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:15.075, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:15.077, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:47:25.079, 69.19 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:47:25.082, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:25.083, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:25.085, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:47:35.087, 66.45 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:47:35.089, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:35.090, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:35.092, 255.03 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:47:45.094, 66.32 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:47:45.096, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:45.098, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:45.100, 67.73 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 15:47:55.102, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:47:55.105, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:47:55.107, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:47:55.108, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:48:05.110, 263.99 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:48:05.112, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:05.114, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:05.116, 58.14 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:48:15.118, 67.78 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:48:15.120, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:15.122, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:15.124, 68.22 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:48:25.126, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:48:25.128, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:25.129, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:25.131, 67.73 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:48:35.133, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:48:35.135, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:35.137, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:35.138, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:48:45.141, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:48:45.144, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:45.145, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:45.147, 58.49 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:48:55.149, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:48:55.150, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:48:55.152, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:48:55.153, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:49:05.155, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:49:05.157, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:05.158, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:05.159, 67.25 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:49:15.162, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:49:15.164, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:15.165, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:15.167, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:49:25.170, 66.32 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 15:49:25.171, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:25.173, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:25.175, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:49:35.178, 65.83 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 15:49:35.180, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:35.181, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:35.183, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:49:45.185, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:49:45.187, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:45.189, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:45.191, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:49:55.193, 69.31 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:49:55.195, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:49:55.197, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:49:55.199, 287.35 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:50:05.205, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:50:05.206, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:05.208, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:05.210, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:50:15.212, 68.70 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:50:15.214, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:15.216, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:15.218, 68.22 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:50:25.220, 65.83 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 15:50:25.222, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:25.223, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:25.225, 70.65 W, 1470 MHz, 877 MHz, 1470 MHz
0, 2023/10/17 15:50:35.227, 65.30 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 15:50:35.229, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:35.230, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:35.232, 71.62 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:50:45.234, 66.80 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:50:45.236, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:45.238, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:45.240, 68.22 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:50:55.243, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:50:55.244, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:50:55.247, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:50:55.249, 71.14 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 15:51:05.251, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:51:05.253, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:05.254, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:05.255, 60.92 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:51:15.258, 67.73 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:51:15.260, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:15.262, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:15.263, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:51:25.266, 67.25 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:51:25.269, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:25.270, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:25.272, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:51:35.274, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:51:35.276, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:35.278, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:35.279, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:51:45.282, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:51:45.284, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:45.286, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:45.288, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:51:55.292, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:51:55.294, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:51:55.296, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:51:55.298, 73.08 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:52:05.300, 65.79 W, 1477 MHz, 877 MHz, 1477 MHz
1, 2023/10/17 15:52:05.303, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:05.305, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:05.306, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:52:15.308, 66.76 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:52:15.310, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:15.312, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:15.313, 71.62 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:52:25.316, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:52:25.318, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:25.320, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:25.321, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:52:35.324, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:52:35.326, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:35.327, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:35.329, 70.65 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:52:45.332, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:52:45.333, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:45.335, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:45.337, 69.19 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:52:55.338, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:52:55.340, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:52:55.341, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:52:55.343, 73.52 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 15:53:05.345, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:53:05.346, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:05.348, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:05.349, 66.27 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:53:15.351, 66.14 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:53:15.353, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:15.355, 42.84 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:15.357, 189.54 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:53:25.359, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:53:25.361, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:25.362, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:25.364, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:53:35.365, 65.83 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 15:53:35.367, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:35.369, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:35.371, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:53:45.373, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:53:45.376, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:45.377, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:45.379, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:53:55.381, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:53:55.383, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:53:55.385, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:53:55.387, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:54:05.389, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:54:05.391, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:05.393, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:05.394, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:54:15.397, 70.21 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:54:15.399, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:15.401, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:15.403, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:54:25.406, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:54:25.408, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:25.410, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:25.412, 67.25 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:54:35.414, 69.19 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 15:54:35.416, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:35.417, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:35.419, 72.55 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:54:45.422, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:54:45.424, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:45.425, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:45.427, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:54:55.429, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:54:55.431, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:54:55.433, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:54:55.435, 60.96 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:55:05.437, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 15:55:05.439, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:05.440, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:05.442, 69.19 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:55:15.445, 65.34 W, 1470 MHz, 877 MHz, 1470 MHz
1, 2023/10/17 15:55:15.446, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:15.448, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:15.449, 68.70 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 15:55:25.452, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:55:25.454, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:25.456, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:25.458, 66.27 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:55:35.460, 70.71 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:55:35.465, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:35.467, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:35.469, 261.45 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 15:55:45.471, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:55:45.473, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:45.474, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:45.475, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:55:55.477, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:55:55.478, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:55:55.480, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:55:55.481, 68.70 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:56:05.483, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:56:05.485, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:05.487, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:05.489, 68.22 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 15:56:15.492, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:56:15.494, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:15.495, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:15.497, 65.79 W, 1462 MHz, 877 MHz, 1462 MHz
0, 2023/10/17 15:56:25.499, 67.29 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 15:56:25.501, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:25.503, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:25.505, 70.16 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 15:56:35.507, 70.21 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:56:35.509, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:35.511, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:35.512, 60.47 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:56:45.514, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:56:45.516, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:45.517, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:45.519, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:56:55.521, 71.18 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:56:55.523, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:56:55.525, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:56:55.527, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:57:05.530, 70.70 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:57:05.532, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:05.533, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:05.535, 69.24 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:57:15.537, 68.26 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 15:57:15.539, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:15.541, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:15.543, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:57:25.545, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:57:25.547, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:25.548, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:25.550, 58.00 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:57:35.552, 191.82 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:57:35.554, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:35.556, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:35.558, 65.04 W, 1455 MHz, 877 MHz, 1455 MHz
0, 2023/10/17 15:57:45.560, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 15:57:45.562, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:45.564, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:45.565, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:57:55.569, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:57:55.571, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:57:55.572, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:57:55.574, 69.19 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 15:58:05.577, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:58:05.579, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:58:05.580, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:58:05.581, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 15:58:15.583, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 15:58:15.585, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 15:58:15.586, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 15:58:15.588, 64.81 W, 1440 MHz, 877 MHz, 1440 MHz
0, 2023/10/17 15:58:25.591, 68.26 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 15:58:25.592, 42.06 W, 135 MHz, 877 MHz, 135 MHz
